Study,Year,PDF link,PDF path,Arm / test,TP,FN,FP,TN,N positive,N negative,Sensitivity,Specificity,AUC (raw),Unit,Modality,Reference standard,Region,Validation type,Design (prospective),Vendor involvement,Glaucoma target,Glaucoma superclass,Age (glaucoma),Prevalence,AI algorithm,Threshold,Source sheet,Sens_pt,Sens_lo,Sens_hi,Spec_pt,Spec_lo,Spec_hi,N_pos_calc,N_neg_calc,decade,size_tier,region_simple,validation_simple,ref_std_category,rob_overall,ai_class
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 5; up to 500 iterations; Ensemble,43,1,7,143,44,150,0.9773,0.9533,0.965,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 5; up to 500 iterations; Ensemble,n/r,codex_v5_vision,0.9773,0.8819,0.9960,0.9533,0.9068,0.9772,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; Logistic Regression,40,4,9,141,44,150,0.9091,0.94,0.921,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; Logistic Regression,n/r,codex_v5_vision,0.9091,0.7884,0.9641,0.9400,0.8899,0.9681,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; XGBoost,42,2,6,144,44,150,0.9545,0.96,0.953,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; XGBoost,n/r,codex_v5_vision,0.9545,0.8487,0.9874,0.9600,0.9155,0.9815,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; Random Forest,43,1,6,144,44,150,0.9773,0.96,0.968,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; Random Forest,n/r,codex_v5_vision,0.9773,0.8819,0.9960,0.9600,0.9155,0.9815,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; CatBoost,40,4,6,144,44,150,0.9091,0.96,0.923,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; CatBoost,n/r,codex_v5_vision,0.9091,0.7884,0.9641,0.9600,0.9155,0.9815,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; SVM,41,3,10,140,44,150,0.9318,0.9333,0.929,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; SVM,n/r,codex_v5_vision,0.9318,0.8177,0.9765,0.9333,0.8816,0.9634,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; Ensemble,42,2,7,143,44,150,0.9545,0.9533,0.942,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 10; up to 500 iterations; Ensemble,n/r,codex_v5_vision,0.9545,0.8487,0.9874,0.9533,0.9068,0.9772,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; Logistic Regression,32,12,7,143,44,150,0.7273,0.9533,0.909,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; Logistic Regression,n/r,codex_v5_vision,0.7273,0.5815,0.8365,0.9533,0.9068,0.9772,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; XGBoost,42,2,6,144,44,150,0.9545,0.96,0.957,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; XGBoost,n/r,codex_v5_vision,0.9545,0.8487,0.9874,0.9600,0.9155,0.9815,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; Random Forest,42,2,8,142,44,150,0.9545,0.9467,0.939,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; Random Forest,n/r,codex_v5_vision,0.9545,0.8487,0.9874,0.9467,0.8983,0.9727,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; CatBoost,42,2,7,143,44,150,0.9545,0.9533,0.942,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; CatBoost,n/r,codex_v5_vision,0.9545,0.8487,0.9874,0.9533,0.9068,0.9772,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; SVM,40,4,11,139,44,150,0.9091,0.9267,0.917,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; SVM,n/r,codex_v5_vision,0.9091,0.7884,0.9641,0.9267,0.8735,0.9586,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; Ensemble,41,3,8,142,44,150,0.9318,0.9467,0.939,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 15; up to 500 iterations; Ensemble,n/r,codex_v5_vision,0.9318,0.8177,0.9765,0.9467,0.8983,0.9727,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; Logistic Regression,39,5,10,140,44,150,0.8864,0.9333,0.898,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; Logistic Regression,n/r,codex_v5_vision,0.8864,0.7602,0.9505,0.9333,0.8816,0.9634,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; XGBoost,40,4,7,143,44,150,0.9091,0.9533,0.919,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; XGBoost,n/r,codex_v5_vision,0.9091,0.7884,0.9641,0.9533,0.9068,0.9772,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; Random Forest,35,9,7,143,44,150,0.7955,0.9533,0.863,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; Random Forest,n/r,codex_v5_vision,0.7955,0.6550,0.8885,0.9533,0.9068,0.9772,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; CatBoost,41,3,7,143,44,150,0.9318,0.9533,0.942,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; CatBoost,n/r,codex_v5_vision,0.9318,0.8177,0.9765,0.9533,0.9068,0.9772,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; SVM,41,3,9,141,44,150,0.9318,0.94,0.935,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; SVM,n/r,codex_v5_vision,0.9318,0.8177,0.9765,0.9400,0.8899,0.9681,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Singh (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Singh (2024).pdf,04_fulltext/pdfs/Singh (2024).pdf,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; Ensemble,41,3,8,142,44,150,0.9318,0.9467,0.939,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,ORIGA_ALL_FEATURES 70:30 test split; hybrid GWO-WOA (hGWWOA) feature selection; population size 20; up to 500 iterations; Ensemble,n/r,codex_v5_vision,0.9318,0.8177,0.9765,0.9467,0.8983,0.9727,44,150,n/r,n/r,mixed,internal,expert_clinical,unclear,classical ML
Mrad (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Mrad (2022).pdf,04_fulltext/pdfs/Mrad (2022).pdf,Proposed SVM glaucoma screening method - DRISHTI-DB/DRISHTI-GS,70,0,1,30,70,31,1.0,0.9677,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,Proposed SVM glaucoma screening method - DRISHTI-DB/DRISHTI-GS,n/r,codex_v5_vision,1.0000,0.9480,1.0000,0.9677,0.8381,0.9943,70,31,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Mrad (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Mrad (2022).pdf,04_fulltext/pdfs/Mrad (2022).pdf,Proposed SVM glaucoma screening method - DRIONS-DB,19,1,1,39,20,40,0.95,0.975,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,Proposed SVM glaucoma screening method - DRIONS-DB,n/r,codex_v5_vision,0.9500,0.7639,0.9911,0.9750,0.8712,0.9956,20,40,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Mrad (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Mrad (2022).pdf,04_fulltext/pdfs/Mrad (2022).pdf,Proposed SVM glaucoma screening method - RIAMP standard fundus images,2,0,0,9,2,9,1.0,1.0,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,Proposed SVM glaucoma screening method - RIAMP standard fundus images,n/r,codex_v5_vision,1.0000,0.3424,1.0000,1.0000,0.7009,1.0000,2,9,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Mrad (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Mrad (2022).pdf,04_fulltext/pdfs/Mrad (2022).pdf,Proposed SVM glaucoma screening method - RIAMP smartphone/mobile fundus images,4,0,0,9,4,9,1.0,1.0,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,Proposed SVM glaucoma screening method - RIAMP smartphone/mobile fundus images,n/r,codex_v5_vision,1.0000,0.5101,1.0000,1.0000,0.7009,1.0000,4,9,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
An (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/An (2019).pdf,04_fulltext/pdfs/An (2019).pdf,Proposed approach: random forest combination of all CNN image features,208,0,31,118,208,149,1.0,0.789,0.963,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,Proposed approach: random forest combination of all CNN image features,n/r,codex_v5_vision,1.0000,0.9819,1.0000,0.7919,0.7198,0.8494,208,149,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,Overall hybrid model (Figure 11 confusion matrix),90,10,12,88,100,100,0.9,0.88,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,Overall hybrid model (Figure 11 confusion matrix),n/r,codex_v5_vision,0.9000,0.8256,0.9448,0.8800,0.8019,0.9300,100,100,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,Hybrid CNN-MLP classifier (Figure 13 confusion matrix),498,12,10,480,510,490,0.9765,0.9796,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,Hybrid CNN-MLP classifier (Figure 13 confusion matrix),n/r,codex_v5_vision,0.9765,0.9593,0.9865,0.9796,0.9628,0.9889,510,490,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,Hybrid CNN-GRU classifier (Figure 13 confusion matrix),500,10,5,485,510,490,0.9804,0.9898,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,Hybrid CNN-GRU classifier (Figure 13 confusion matrix),n/r,codex_v5_vision,0.9804,0.9643,0.9893,0.9898,0.9763,0.9956,510,490,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,Hybrid CNN-SVM classifier (Figure 13 confusion matrix),492,18,20,470,510,490,0.9647,0.9592,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,Hybrid CNN-SVM classifier (Figure 13 confusion matrix),n/r,codex_v5_vision,0.9647,0.9449,0.9776,0.9592,0.9378,0.9734,510,490,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,"Hybrid CNN-MLP classifier (Table 5 metrics, back-calculated)",508,2,1,489,510,490,0.9961,0.998,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,"Hybrid CNN-MLP classifier (Table 5 metrics, back-calculated)",n/r,codex_v5_vision,0.9961,0.9858,0.9989,0.9980,0.9885,0.9996,510,490,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,"Hybrid CNN-GRU classifier (Table 5 metrics, back-calculated)",508,2,2,488,510,490,0.9961,0.9959,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,"Hybrid CNN-GRU classifier (Table 5 metrics, back-calculated)",n/r,codex_v5_vision,0.9961,0.9858,0.9989,0.9959,0.9852,0.9989,510,490,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,"Hybrid CNN-SVM classifier (Table 5 metrics, back-calculated)",507,3,2,488,510,490,0.9941,0.9959,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,"Hybrid CNN-SVM classifier (Table 5 metrics, back-calculated)",n/r,codex_v5_vision,0.9941,0.9828,0.9980,0.9959,0.9852,0.9989,510,490,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,"Random Forest classifier (Table 5 metrics, back-calculated)",504,6,5,485,510,490,0.9882,0.9898,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,"Random Forest classifier (Table 5 metrics, back-calculated)",n/r,codex_v5_vision,0.9882,0.9746,0.9946,0.9898,0.9763,0.9956,510,490,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,"K-nearest neighbors classifier (Table 5 metrics, back-calculated)",501,9,7,483,510,490,0.9824,0.9857,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,"K-nearest neighbors classifier (Table 5 metrics, back-calculated)",n/r,codex_v5_vision,0.9824,0.9668,0.9907,0.9857,0.9708,0.9931,510,490,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Hussein (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Hussein (2026).pdf,04_fulltext/pdfs/Hussein (2026).pdf,"Decision Tree classifier (Table 5 metrics, back-calculated)",505,5,4,486,510,490,0.9902,0.9918,n/r,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,"Decision Tree classifier (Table 5 metrics, back-calculated)",n/r,codex_v5_vision,0.9902,0.9773,0.9958,0.9918,0.9792,0.9968,510,490,n/r,n/r,mixed,internal,expert_clinical,unclear,deep learning
Gonzalez-Hernandez (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Gonzalez-Hernandez (2021).pdf,04_fulltext/pdfs/Gonzalez-Hernandez (2021).pdf,"Laguna ONhE GDF, total glaucoma/suspect sample, threshold at 95% specificity",285,48,24,453,333,477,0.856,0.95,0.97,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,"Laguna ONhE GDF, total glaucoma/suspect sample, threshold at 95% specificity",n/r,codex_v5_vision,0.8559,0.8141,0.8895,0.9497,0.9262,0.9660,333,477,n/r,n/r,mixed,internal,expert_clinical,unclear,rule-based (percentile/CDR)
Gonzalez-Hernandez (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Gonzalez-Hernandez (2021).pdf,04_fulltext/pdfs/Gonzalez-Hernandez (2021).pdf,"Laguna ONhE GDF, total glaucoma/suspect sample, threshold at 99% specificity",252,81,5,472,333,477,0.757,0.99,0.97,image,fundus,expert ophthalmologist,mixed,internal,retrospective,unclear,any,any,n/r,n/r,"Laguna ONhE GDF, total glaucoma/suspect sample, threshold at 99% specificity",n/r,codex_v5_vision,0.7568,0.7079,0.7997,0.9895,0.9757,0.9955,333,477,n/r,n/r,mixed,internal,expert_clinical,unclear,rule-based (percentile/CDR)
